Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment
2010-11-05,1000063.5690243902,0,52.636829268292686,2.835536585365854,169.41673702195123,8.495243902439025
2010-11-12,1024707.635,0,50.2335,2.86825,168.38962885,8.538425
2010-11-19,1002909.2195,0,47.90025,2.914225,169.74771342000003,8.57835
2010-11-26,1189940.1166666667,1,47.49575757575757,2.910090909090909,171.47167889696968,8.709878787878788
2010-12-03,1008504.4739473683,0,41.92631578947368,2.8811842105263157,172.64002236842106,8.536315789473685
2010-12-10,1058016.7227777778,0,38.724999999999994,2.9706944444444447,172.491960025,8.561
2010-12-17,1120875.4505882354,0,40.28029411764706,2.999088235294118,172.46932632941176,8.703
2010-12-24,1203614.7114285715,0,40.602500000000006,3.0106785714285715,167.45235674285715,8.843607142857143
2010-12-31,960211.9036585365,1,36.09975609756097,3.050317073170732,170.4946910292683,8.37639024390244
2011-01-07,998980.2692857144,0,35.13761904761905,3.091952380952381,169.5134569547619,8.340357142857144
2011-01-14,949063.1957142857,0,30.215714285714284,3.107785714285714,169.58851377619047,8.340357142857144
2011-01-21,949007.6297619048,0,36.87690476190476,3.1291428571428574,169.80031394285714,8.340357142857144
2011-01-28,924133.269047619,0,33.336666666666666,3.1395238095238094,170.01211410714285,8.340357142857144
2011-02-04,1003773.4365853658,0,30.142439024390242,3.1345853658536584,171.44085009512193,8.36770731707317
2011-02-11,976149.2812820512,1,31.27205128205128,3.1594358974358974,171.7283836717949,8.366769230769231
2011-02-18,1010771.7330769232,0,44.90179487179488,3.178102564102564,171.92157206153846,8.366769230769231
2011-02-25,1005628.6953658536,0,42.477560975609755,3.216560975609756,171.85478962682924,8.385
2011-03-04,1029129.3424390244,0,44.81121951219512,3.393926829268293,172.22339414146342,8.36770731707317
2011-03-11,1042352.4695238095,0,46.570238095238096,3.541642857142857,171.1841333547619,8.340357142857144
2011-03-18,1005402.7723809524,0,52.7302380952381,3.5774999999999997,173.40632779523807,8.343309523809523
2011-03-25,1001389.3045238095,0,51.09428571428572,3.578738095238095,171.50540141666664,8.340357142857144
2011-04-01,998714.1358139536,0,48.354418604651165,3.6010930232558143,172.6791612372093,8.166581395348837
2011-04-08,1047335.5214634147,0,54.954146341463414,3.7000731707317076,172.8671297195122,8.261658536585365
2011-04-15,1025429.051707317,0,56.81756097560976,3.7920487804878045,171.07503622439026,8.228951219512195
2011-04-22,1005961.3117948717,0,59.36615384615385,3.8654615384615383,174.12794786666666,8.261948717948718
2011-04-29,1016498.3664285714,0,61.910714285714285,3.902571428571429,172.18200241904762,8.206523809523809
2011-05-06,1001386.2825,0,57.9295,3.98085,173.2213431525,8.235225
2011-05-13,1061158.395952381,0,64.70142857142858,3.9931666666666663,172.40224849285713,8.206523809523809
2011-05-20,1028671.8616666666,0,62.12238095238095,3.9905952380952376,172.33154255714285,8.206523809523809
2011-05-27,1016099.5538095238,0,68.97119047619047,3.9015952380952377,170.90850442380952,8.168071428571428
2011-06-03,1003682.1457499999,0,72.91475,3.8289249999999995,172.87362124999999,8.21475
2011-06-10,1019121.5927500001,0,74.197,3.800625,170.8803410025,8.245650000000001
2011-06-17,1006036.9131578949,0,74.88131578947367,3.77328947368421,173.11406390263156,8.308605263157894
2011-06-24,1048207.0804878048,0,75.87536585365854,3.729195121951219,171.92099242682926,8.198853658536585
2011-07-01,1004206.097804878,0,78.47536585365853,3.672609756097561,172.20455609756098,8.156146341463414
2011-07-08,1026186.9087500001,0,79.68575,3.6249249999999997,173.3869263625,8.19605
2011-07-15,1063773.2528571428,0,79.55857142857143,3.677166666666667,172.55231691190477,8.163238095238095
2011-07-22,1058091.6142857142,0,81.79285714285714,3.7302619047619046,172.62588111190476,8.163238095238095
2011-07-29,1021515.4321428571,0,80.76285714285714,3.750761904761905,172.69944530714287,8.163238095238095
2011-08-05,999570.938974359,0,81.31641025641026,3.762564102564103,174.84901503589745,8.229871794871794
2011-08-12,1030916.1599999999,0,80.05225,3.7274499999999997,173.039312675,8.24845
2011-08-19,1043919.741,0,78.517,3.67495,175.0886809,8.258375
2011-08-26,1044334.4653488372,0,79.88558139534884,3.6344418604651163,172.6374874883721,8.077209302325581
2011-09-02,974219.967142857,0,79.0552380952381,3.649571428571429,173.1943700309524,8.167309523809523
2011-09-09,995978.73825,1,73.12925,3.6817,174.012359685,8.19605
2011-09-16,996913.9314634146,0,70.42317073170732,3.6864146341463413,174.24958207317073,8.224682926829267
2011-09-23,997258.7976190476,0,68.08738095238095,3.6362380952380953,173.3587360547619,8.163238095238095
2011-09-30,985095.8500000001,0,72.30785714285715,3.576880952380953,173.5350086404762,8.163238095238095
2011-10-07,962519.4867499999,0,63.02075,3.5127250000000005,174.6547880325,7.901000000000001
2011-10-14,1010942.307804878,0,62.72048780487805,3.491878048780488,174.94921910975611,7.94290243902439
2011-10-21,1016534.6835,0,60.463,3.54585,174.1410539775,7.964425
2011-10-28,1011342.3386842104,0,55.78763157894736,3.546263157894737,172.74964401315788,7.956263157894737
2011-11-04,1034322.0055,0,49.023,3.51755,175.058351915,7.908849999999999
2011-11-11,960501.5723076923,0,49.23564102564103,3.4815128205128203,176.30033300512818,7.901692307692308
2011-11-18,1011362.4702439024,0,51.73658536585366,3.4910243902439024,173.38753265121952,7.918414634146341
2011-11-25,1181254.284117647,1,48.813529411764705,3.4246176470588234,175.06133221764708,8.062705882352942
2011-12-02,1022988.2916216216,0,45.76783783783784,3.3868918918918918,176.79849185945946,7.956
2011-12-09,1088599.3013513512,0,38.32108108108108,3.355891891891892,176.88766756756755,7.963432432432432
2011-12-16,1099161.8113888889,0,41.085,3.3211944444444446,177.83794024166667,8.011083333333334
2011-12-23,1170690.7448275862,0,38.505517241379316,3.2787241379310346,174.35478929310344,8.137586206896552
2011-12-30,1077994.2561904762,1,37.506904761904764,3.274261904761905,175.03011145238094,7.84252380952381
2012-01-06,1015644.6334090908,0,40.68363636363636,3.296136363636364,175.1152951681818,7.506181818181818
2012-01-13,964004.1102325582,0,39.129999999999995,3.370720930232558,174.18846533023256,7.54253488372093
2012-01-20,966245.8925581396,0,39.01720930232558,3.3884418604651163,174.26667990465114,7.54253488372093
2012-01-27,943715.6009756097,0,41.8209756097561,3.419121951219512,174.3352997585366,7.592951219512194
2012-02-03,986967.1347619047,0,44.64119047619048,3.4479047619047622,175.65658527857144,7.588190476190476
2012-02-10,958440.9771052633,1,39.29763157894737,3.496736842105263,176.59264904210528,7.620368421052632
2012-02-17,990108.0864102563,0,39.78307692307692,3.5624102564102564,177.03847766410257,7.640974358974359
2012-02-24,1007030.6441860466,0,44.880465116279076,3.6146744186046513,176.8477659162791,7.573604651162791
2012-03-02,1006139.0661904762,0,45.13380952380952,3.6905714285714284,176.10685181666668,7.588190476190476
2012-03-09,1037754.9602439024,0,47.42878048780488,3.75590243902439,177.34762803658538,7.632439024390244
2012-03-16,1008178.0490476191,0,54.37785714285714,3.818857142857143,176.34852548095236,7.588190476190476
2012-03-23,1008530.5685714287,0,57.22833333333334,3.865714285714286,178.4125284952381,7.616452380952381
2012-03-30,989104.5351219511,0,56.65390243902439,3.9280975609756097,175.45318792439022,7.596585365853658
2012-04-06,1032917.9144736842,0,56.41052631578947,3.9560526315789475,177.45490053684208,7.532394736842105
2012-04-13,987588.8874418604,0,58.21255813953488,4.004325581395349,177.5564422116279,7.525720930232558
2012-04-20,992240.83,0,60.917674418604655,3.984139534883721,177.5911445162791,7.492441860465116
2012-04-27,978441.5395238094,0,61.793571428571425,3.9524999999999997,176.60976106428572,7.504428571428571
2012-05-04,1011743.361904762,0,63.93119047619048,3.905904761904762,176.78396437619045,7.500857142857143
2012-05-11,981793.0414634147,0,64.61926829268292,3.8674878048780488,177.93216019512195,7.538317073170733
2012-05-18,1004950.5692857144,0,67.1502380952381,3.828880952380952,178.80797882380952,7.528809523809524
2012-05-25,1050131.3836585365,0,71.10878048780488,3.789390243902439,175.74757485609757,7.513341463414635
2012-06-01,1033563.502,0,72.315,3.7494,175.355807665,7.487
2012-06-08,1015145.39825,0,71.89625,3.6833,177.58407206750002,7.512600000000001
2012-06-15,1013904.5380487805,0,74.7860975609756,3.6372439024390246,177.91256482682925,7.538317073170733
2012-06-22,1018698.65825,0,77.31075,3.5893749999999995,176.8723806475,7.5520499999999995
2012-06-29,1021388.4841463414,0,79.82146341463414,3.526951219512195,175.7702677,7.513341463414635
2012-07-06,1072897.2505128204,0,79.66282051282052,3.4590256410256406,177.80848103333332,7.347410256410256
2012-07-13,1006815.3248780487,0,78.56975609756098,3.484731707317073,175.81382128780487,7.330560975609756
2012-07-20,1006692.5609756098,0,78.46000000000001,3.5084878048780492,177.86804286341464,7.367512195121951
2012-07-27,1030036.9014285714,0,79.2852380952381,3.5823809523809524,174.56374412857144,7.29302380952381
2012-08-03,1040325.5275609756,0,79.97219512195122,3.5709756097560974,175.82781447317075,7.330560975609756
2012-08-10,1054059.4315,0,81.0265,3.6372,174.664608385,7.373749999999999
2012-08-17,1016786.7811904763,0,78.97261904761905,3.7220000000000004,178.95442411666667,7.349785714285714
2012-08-24,1042253.7941463415,0,73.96756097560976,3.764951219512195,178.0281870609756,7.367512195121951
2012-08-31,1010558.59525,0,77.3265,3.774425,177.19644137,7.3697
2012-09-07,1034461.79675,1,77.66075,3.8446249999999997,177.28790868000002,7.3697
2012-09-14,1005587.1273170732,0,69.61731707317072,3.860024390243902,176.06319132682927,7.371463414634147
2012-09-21,1009299.7021951219,0,67.1719512195122,3.916585365853659,176.19617794390246,7.371463414634147
2012-09-28,1005149.0211627906,0,68.0939534883721,3.856511627906977,176.37471744186044,7.253720930232559
2012-10-05,1038239.249512195,0,65.5170731707317,3.846024390243903,176.6535794682927,7.039560975609756
2012-10-12,1005866.3126829269,0,57.809512195121954,3.8952682926829265,176.78683859024392,7.039560975609756
2012-10-19,1011508.8411904762,0,59.94452380952381,3.880261904761905,177.73743959285716,7.045595238095238
2012-10-26,1020673.8402380953,0,60.37071428571429,3.793047619047619,177.7315919047619,7.045595238095238
